"https://www.flipkart.com/?semcmpid=sem_8024046704_brand_goog&tgi=sem,1,G,8024046704,g,search,,112753719400,1t1,e,flipkart,c,,,,,,,&gclid=CjwKEAiAirXFBRCQyvL279Tnx1ESJAB-G-QvHtf3JbX6jw-XzZGySs6JesktIuT8gqaJ-yUzqySViBoCuq_w_wcB","Online Shopping India | Buy Mobiles, Electronics, Appliances, Clothing and More Online at Flipkart.com",https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/fk-logo_9fddff.png
https://simpleisbetterthancomplex.com/tutorial/2016/08/01/how-to-upload-files-with-django.html,How to Upload Files With Django,https://simpleisbetterthancomplex.com/media/2016-08-01-how-to-upload-files-with-django/featured.jpg
http://netai-nayek.blogspot.com/2014/08/how-to-create-or-registerlogin-and.html,"how to create or register,login and manage user in django",http://2.bp.blogspot.com/-qbScp6CZPYE/U9-hb9HIkKI/AAAAAAAAAGo/kqlfS5mYurM/w1200-h630-p-k-nu/Screenshot.png
